# x(m)  y(m)  z(m)  nx  ny  nz
  -1.89468071E+00  -5.07663878E-01   8.88428351E-02   4.05346723E-01   1.22900772E-01   9.05863916E-01
  -1.89334206E+00  -5.07305898E-01   8.81863064E-02   4.14757712E-01   1.24713155E-01   9.01344922E-01
  -1.89200795E+00  -5.06949143E-01   8.75140662E-02   4.24083846E-01   1.26490962E-01   8.96745743E-01
  -1.89067858E+00  -5.06593673E-01   8.68262528E-02   4.33323495E-01   1.28234238E-01   8.92068792E-01
  -1.88935419E+00  -5.06239548E-01   8.61230058E-02   4.42479217E-01   1.29944047E-01   8.87314311E-01
  -1.88803500E+00  -5.05886826E-01   8.54044643E-02   4.51553509E-01   1.31621449E-01   8.82482421E-01
  -1.88672124E+00  -5.05535568E-01   8.46707675E-02   4.60548803E-01   1.33267500E-01   8.77573116E-01
  -1.88541312E+00  -5.05185832E-01   8.39220546E-02   4.69467467E-01   1.34883251E-01   8.72586274E-01
  -1.88411087E+00  -5.04837678E-01   8.31584645E-02   4.78311804E-01   1.36469748E-01   8.67521657E-01
  -1.88281471E+00  -5.04491167E-01   8.23801360E-02   4.87084049E-01   1.38028033E-01   8.62378914E-01
  -1.88152487E+00  -5.04146356E-01   8.15872079E-02   4.95786368E-01   1.39559143E-01   8.57157584E-01
  -1.88024157E+00  -5.03803306E-01   8.07798187E-02   5.04420855E-01   1.41064109E-01   8.51857100E-01
  -1.87896505E+00  -5.03462079E-01   7.99581214E-02   5.12982950E-01   1.42542519E-01   8.46481023E-01
  -1.87769555E+00  -5.03122740E-01   7.91222843E-02   5.21473881E-01   1.43995375E-01   8.41029323E-01
  -1.87643331E+00  -5.02785352E-01   7.82724747E-02   5.29896160E-01   1.45423962E-01   8.35501006E-01
  -1.87517858E+00  -5.02449981E-01   7.74088598E-02   5.38252212E-01   1.46829549E-01   8.29894957E-01
  -1.87393159E+00  -5.02116689E-01   7.65316064E-02   5.46544380E-01   1.48213391E-01   8.24209944E-01
  -1.87269259E+00  -5.01785541E-01   7.56408813E-02   5.54774919E-01   1.49576726E-01   8.18444618E-01
  -1.87146181E+00  -5.01456601E-01   7.47368514E-02   5.62945998E-01   1.50920780E-01   8.12597515E-01
  -1.87023951E+00  -5.01129933E-01   7.38196832E-02   5.71059697E-01   1.52246762E-01   8.06667060E-01
  -1.86902591E+00  -5.00805602E-01   7.28895433E-02   5.79118008E-01   1.53555866E-01   8.00651565E-01
  -1.86782127E+00  -5.00483670E-01   7.19465980E-02   5.87122832E-01   1.54849271E-01   7.94549233E-01
  -1.86662583E+00  -5.00164205E-01   7.09910212E-02   5.95074519E-01   1.56127861E-01   7.88359314E-01
  -1.86543984E+00  -4.99847273E-01   7.00229993E-02   6.02970284E-01   1.57391809E-01   7.82083534E-01
  -1.86426356E+00  -4.99532939E-01   6.90427129E-02   6.10812016E-01   1.58642279E-01   7.75719865E-01
  -1.86309720E+00  -4.99221265E-01   6.80503427E-02   6.18601508E-01   1.59880410E-01   7.69266162E-01
  -1.86194103E+00  -4.98912315E-01   6.70460691E-02   6.26340461E-01   1.61107317E-01   7.62720171E-01
  -1.86079527E+00  -4.98606154E-01   6.60300725E-02   6.34030477E-01   1.62324088E-01   7.56079523E-01
  -1.85966017E+00  -4.98302845E-01   6.50025334E-02   6.41673064E-01   1.63531786E-01   7.49341734E-01
  -1.85853597E+00  -4.98002451E-01   6.39636317E-02   6.49269623E-01   1.64731450E-01   7.42504213E-01
  -1.85742290E+00  -4.97705036E-01   6.29135476E-02   6.56821457E-01   1.65924092E-01   7.35564252E-01
  -1.85632121E+00  -4.97410665E-01   6.18524610E-02   6.64329759E-01   1.67110697E-01   7.28519037E-01
  -1.85523115E+00  -4.97119403E-01   6.07805537E-02   6.71796183E-01   1.68292354E-01   7.21365076E-01
  -1.85415295E+00  -4.96831312E-01   5.96980223E-02   6.79211421E-01   1.69467621E-01   7.14109636E-01
  -1.85308684E+00  -4.96546451E-01   5.86050529E-02   6.86576448E-01   1.70637255E-01   7.06750103E-01
  -1.85203302E+00  -4.96264878E-01   5.75018315E-02   6.93892139E-01   1.71801979E-01   6.99283762E-01
  -1.85099172E+00  -4.95986649E-01   5.63885440E-02   7.01159264E-01   1.72962478E-01   6.91707790E-01
  -1.84996316E+00  -4.95711824E-01   5.52653763E-02   7.08378484E-01   1.74119406E-01   6.84019266E-01
  -1.84894754E+00  -4.95440458E-01   5.41325140E-02   7.15550345E-01   1.75273376E-01   6.76215163E-01
  -1.84794509E+00  -4.95172611E-01   5.29901429E-02   7.22675277E-01   1.76424968E-01   6.68292357E-01
  -1.84695603E+00  -4.94908340E-01   5.18384484E-02   7.29753586E-01   1.77574722E-01   6.60247622E-01
  -1.84598058E+00  -4.94647703E-01   5.06776158E-02   7.36785452E-01   1.78723139E-01   6.52077631E-01
  -1.84501894E+00  -4.94390757E-01   4.95078359E-02   7.43766419E-01   1.79869648E-01   6.43784455E-01
  -1.84407132E+00  -4.94137556E-01   4.83293131E-02   7.50683953E-01   1.81011746E-01   6.35380478E-01
  -1.84313790E+00  -4.93888143E-01   4.71422397E-02   7.57538117E-01   1.82149643E-01   6.26863230E-01
  -1.84221883E+00  -4.93642565E-01   4.59468074E-02   7.64328870E-01   1.83283515E-01   6.18230161E-01
  -1.84131429E+00  -4.93400867E-01   4.47432082E-02   7.71056059E-01   1.84413494E-01   6.09478644E-01
  -1.84042445E+00  -4.93163094E-01   4.35316339E-02   7.77719417E-01   1.85539676E-01   6.00605975E-01
  -1.83954948E+00  -4.92929292E-01   4.23122762E-02   7.84318558E-01   1.86662112E-01   5.91609377E-01
  -1.83868955E+00  -4.92699507E-01   4.10853268E-02   7.90852971E-01   1.87780812E-01   5.82486005E-01
  -1.83784483E+00  -4.92473784E-01   3.98509772E-02   7.97322013E-01   1.88895743E-01   5.73232943E-01
  -1.83701549E+00  -4.92252168E-01   3.86094190E-02   8.03724908E-01   1.90006826E-01   5.63847212E-01
  -1.83620171E+00  -4.92034706E-01   3.73608572E-02   8.10051476E-01   1.91111821E-01   5.54340039E-01
  -1.83540361E+00  -4.91821432E-01   3.61055103E-02   8.16288809E-01   1.92207760E-01   5.44728149E-01
  -1.83462131E+00  -4.91612376E-01   3.48435833E-02   8.22436451E-01   1.93294434E-01   5.35009856E-01
  -1.83385492E+00  -4.91407567E-01   3.35752811E-02   8.28493852E-01   1.94371602E-01   5.25183413E-01
  -1.83310454E+00  -4.91207034E-01   3.23008084E-02   8.34460367E-01   1.95438991E-01   5.15247024E-01
  -1.83237028E+00  -4.91010808E-01   3.10203702E-02   8.40335253E-01   1.96496296E-01   5.05198841E-01
  -1.83165226E+00  -4.90818917E-01   2.97341711E-02   8.46117659E-01   1.97543178E-01   4.95036968E-01
  -1.83095058E+00  -4.90631392E-01   2.84424158E-02   8.51806629E-01   1.98579268E-01   4.84759468E-01
  -1.83026536E+00  -4.90448261E-01   2.71453091E-02   8.57401093E-01   1.99604158E-01   4.74364360E-01
  -1.82959670E+00  -4.90269555E-01   2.58430554E-02   8.62899863E-01   2.00617409E-01   4.63849632E-01
  -1.82894472E+00  -4.90095302E-01   2.45358811E-02   8.68291451E-01   2.01616190E-01   4.53233790E-01
  -1.82830947E+00  -4.89925520E-01   2.32240252E-02   8.73565744E-01   2.02597974E-01   4.42534690E-01
  -1.82769102E+00  -4.89760223E-01   2.19077133E-02   8.78722366E-01   2.03562486E-01   4.31751455E-01
  -1.82708940E+00  -4.89599424E-01   2.05871711E-02   8.83760866E-01   2.04509439E-01   4.20883144E-01
  -1.82650468E+00  -4.89443136E-01   1.92626242E-02   8.88680719E-01   2.05438527E-01   4.09928763E-01
  -1.82593689E+00  -4.89291373E-01   1.79342982E-02   8.93481318E-01   2.06349431E-01   3.98887262E-01
  -1.82538609E+00  -4.89144148E-01   1.66024185E-02   8.98161969E-01   2.07241814E-01   3.87757538E-01
  -1.82485232E+00  -4.89001474E-01   1.52672105E-02   9.02721892E-01   2.08115323E-01   3.76538442E-01
  -1.82433564E+00  -4.88863365E-01   1.39288998E-02   9.07160212E-01   2.08969588E-01   3.65228778E-01
  -1.82383610E+00  -4.88729835E-01   1.25877116E-02   9.11475958E-01   2.09804223E-01   3.53827311E-01
  -1.82335374E+00  -4.88600894E-01   1.12438987E-02   9.15659781E-01   2.10616867E-01   3.42356103E-01
  -1.82288857E+00  -4.88476548E-01   9.89771627E-03   9.19707902E-01   2.11406585E-01   3.30824170E-01
  -1.82244060E+00  -4.88356796E-01   8.54941305E-03   9.23620176E-01   2.12173375E-01   3.19230683E-01
  -1.82200983E+00  -4.88241640E-01   7.19923772E-03   9.27396375E-01   2.12917230E-01   3.07574732E-01
  -1.82159627E+00  -4.88131082E-01   5.84743890E-03   9.31036180E-01   2.13638134E-01   2.95855333E-01
  -1.82119993E+00  -4.88025123E-01   4.49426513E-03   9.34539178E-01   2.14336066E-01   2.84071425E-01
  -1.82082081E+00  -4.87923764E-01   3.13996487E-03   9.37904858E-01   2.15010994E-01   2.72221878E-01
  -1.82045891E+00  -4.87827008E-01   1.78478652E-03   9.41132602E-01   2.15662876E-01   2.60305493E-01
  -1.82011425E+00  -4.87734855E-01   4.28978406E-04   9.44221687E-01   2.16291663E-01   2.48321008E-01
  -1.81978683E+00  -4.87647307E-01  -9.27211186E-04   9.47171274E-01   2.16897290E-01   2.36267101E-01
  -1.81947664E+00  -4.87564364E-01  -2.28350564E-03   9.49975522E-01   2.17478480E-01   2.24164265E-01
  -1.81918368E+00  -4.87486019E-01  -3.63964295E-03   9.52634985E-01   2.18035751E-01   2.12007068E-01
  -1.81890791E+00  -4.87412268E-01  -4.99535807E-03   9.55149085E-01   2.18569407E-01   1.99793996E-01
  -1.81864933E+00  -4.87343106E-01  -6.35038604E-03   9.57517115E-01   2.19079734E-01   1.87523453E-01
  -1.81840793E+00  -4.87278530E-01  -7.70446196E-03   9.59738232E-01   2.19567002E-01   1.75193769E-01
  -1.81818368E+00  -4.87218533E-01  -9.05732102E-03   9.61811453E-01   2.20031464E-01   1.62803206E-01
  -1.81797657E+00  -4.87163113E-01  -1.04086985E-02   9.63735644E-01   2.20473352E-01   1.50349955E-01
  -1.81778659E+00  -4.87112264E-01  -1.17583296E-02   9.65509521E-01   2.20892878E-01   1.37832150E-01
  -1.81761373E+00  -4.87065982E-01  -1.31059498E-02   9.67131638E-01   2.21290230E-01   1.25247867E-01
  -1.81745796E+00  -4.87024263E-01  -1.44512945E-02   9.68600387E-01   2.21665573E-01   1.12595130E-01
  -1.81731927E+00  -4.86987101E-01  -1.57940823E-02   9.69913006E-01   2.22018792E-01   9.98820173E-02
  -1.81719765E+00  -4.86954489E-01  -1.71340510E-02   9.71068701E-01   2.22350564E-01   8.70965256E-02
  -1.81709307E+00  -4.86926422E-01  -1.84709347E-02   9.72065302E-01   2.22661154E-01   7.42365097E-02
  -1.81700551E+00  -4.86902897E-01  -1.98044674E-02   9.72900449E-01   2.22950784E-01   6.12997971E-02
  -1.81693498E+00  -4.86883909E-01  -2.11343832E-02   9.73571585E-01   2.23219635E-01   4.82841947E-02
  -1.81688145E+00  -4.86869453E-01  -2.24604162E-02   9.74075954E-01   2.23467842E-01   3.51874971E-02
  -1.81684491E+00  -4.86859524E-01  -2.37823004E-02   9.74410589E-01   2.23695493E-01   2.20074951E-02
  -1.81682535E+00  -4.86854120E-01  -2.50997699E-02   9.74572312E-01   2.23902625E-01   8.74198496E-03
  -1.81682276E+00  -4.86853234E-01  -2.64125589E-02   9.74557724E-01   2.24089224E-01  -4.61122164E-03
  -1.81683712E+00  -4.86856863E-01  -2.77204014E-02   9.74363197E-01   2.24255219E-01  -1.80542871E-02
  -1.81686842E+00  -4.86865004E-01  -2.90230304E-02   9.73984762E-01   2.24400564E-01  -3.15922319E-02
  -1.81691666E+00  -4.86877653E-01  -3.03201943E-02   9.73417924E-01   2.24525135E-01  -4.52328393E-02
  -1.81698184E+00  -4.86894810E-01  -3.16116459E-02   9.72658028E-01   2.24628598E-01  -5.89775658E-02
  -1.81706395E+00  -4.86916474E-01  -3.28971373E-02   9.71700205E-01   2.24710547E-01  -7.28277550E-02
  -1.81716301E+00  -4.86942645E-01  -3.41764210E-02   9.70539361E-01   2.24770500E-01  -8.67846208E-02
  -1.81727900E+00  -4.86973321E-01  -3.54492490E-02   9.69170184E-01   2.24807891E-01  -1.00849231E-01
  -1.81741194E+00  -4.87008503E-01  -3.67153734E-02   9.67587134E-01   2.24822075E-01  -1.15022489E-01
  -1.81756181E+00  -4.87048189E-01  -3.79745458E-02   9.65784452E-01   2.24812322E-01  -1.29305115E-01
  -1.81772863E+00  -4.87092379E-01  -3.92265179E-02   9.63756156E-01   2.24777811E-01  -1.43697627E-01
  -1.81791239E+00  -4.87141072E-01  -4.04710410E-02   9.61496045E-01   2.24717634E-01  -1.58200317E-01
  -1.81811311E+00  -4.87194270E-01  -4.17078726E-02   9.58996763E-01   2.24630695E-01  -1.72818572E-01
  -1.81833078E+00  -4.87251975E-01  -4.29367859E-02   9.56252265E-01   2.24515830E-01  -1.87547988E-01
  -1.81856542E+00  -4.87314189E-01  -4.41575683E-02   9.53256006E-01   2.24371669E-01  -2.02386614E-01
  -1.81881705E+00  -4.87380914E-01  -4.53700068E-02   9.50001345E-01   2.24196752E-01  -2.17332145E-01
  -1.81908567E+00  -4.87452154E-01  -4.65738881E-02   9.46481561E-01   2.23989533E-01  -2.32381894E-01
  -1.81937129E+00  -4.87527912E-01  -4.77689984E-02   9.42689869E-01   2.23748376E-01  -2.47532776E-01
  -1.81967392E+00  -4.87608188E-01  -4.89551236E-02   9.38619443E-01   2.23471560E-01  -2.62781284E-01
  -1.81999358E+00  -4.87692988E-01  -5.01320490E-02   9.34263435E-01   2.23157278E-01  -2.78123467E-01
  -1.82033028E+00  -4.87782314E-01  -5.12995595E-02   9.29615003E-01   2.22803638E-01  -2.93554909E-01
  -1.82068402E+00  -4.87876168E-01  -5.24574395E-02   9.24667334E-01   2.22408669E-01  -3.09070712E-01
  -1.82105482E+00  -4.87974555E-01  -5.36054796E-02   9.19413674E-01   2.21970281E-01  -3.24665504E-01
  -1.82144269E+00  -4.88077477E-01  -5.47434814E-02   9.13854934E-01   2.21487326E-01  -3.40312393E-01
  -1.82184762E+00  -4.88184935E-01  -5.58712749E-02   9.07986385E-01   2.20957673E-01  -3.56003416E-01
  -1.82226961E+00  -4.88296929E-01  -5.69886899E-02   9.01803594E-01   2.20379165E-01  -3.71730146E-01
  -1.82270866E+00  -4.88413460E-01  -5.80955556E-02   8.95302455E-01   2.19749623E-01  -3.87483699E-01
  -1.82316477E+00  -4.88534529E-01  -5.91917007E-02   8.88479224E-01   2.19066859E-01  -4.03254733E-01
  -1.82363794E+00  -4.88660136E-01  -6.02769536E-02   8.81330555E-01   2.18328677E-01  -4.19033461E-01
  -1.82412816E+00  -4.88790283E-01  -6.13511421E-02   8.73853535E-01   2.17532890E-01  -4.34809661E-01
  -1.82463543E+00  -4.88924969E-01  -6.24140938E-02   8.66045720E-01   2.16677322E-01  -4.50572690E-01
  -1.82515975E+00  -4.89064197E-01  -6.34656357E-02   8.57905171E-01   2.15759820E-01  -4.66311502E-01
  -1.82570112E+00  -4.89207966E-01  -6.45055965E-02   8.49435161E-01   2.14779032E-01  -4.82006094E-01
  -1.82625949E+00  -4.89356271E-01  -6.55338136E-02   8.40652983E-01   2.13735999E-01  -4.97613790E-01
  -1.82683482E+00  -4.89509101E-01  -6.65501599E-02   8.31561182E-01   2.12629141E-01  -5.13122645E-01
  -1.82742707E+00  -4.89666450E-01  -6.75545085E-02   8.22162909E-01   2.11456970E-01  -5.28520671E-01
  -1.82803621E+00  -4.89828307E-01  -6.85467323E-02   8.12461932E-01   2.10218102E-01  -5.43795879E-01
  -1.82866219E+00  -4.89994665E-01  -6.95267044E-02   8.02462632E-01   2.08911259E-01  -5.58936320E-01
  -1.82930497E+00  -4.90165515E-01  -7.04942979E-02   7.92170004E-01   2.07535279E-01  -5.73930128E-01
  -1.82996450E+00  -4.90340848E-01  -7.14493860E-02   7.81589653E-01   2.06089116E-01  -5.88765565E-01
  -1.83064075E+00  -4.90520654E-01  -7.23918421E-02   7.70727782E-01   2.04571851E-01  -6.03431060E-01
  -1.83133366E+00  -4.90704925E-01  -7.33215399E-02   7.59591181E-01   2.02982691E-01  -6.17915258E-01
  -1.83204318E+00  -4.90893648E-01  -7.42383460E-02   7.48202242E-01   2.01323896E-01  -6.32188338E-01
  -1.83276921E+00  -4.91086798E-01  -7.51421457E-02   7.36589454E-01   1.99599074E-01  -6.46216826E-01
  -1.83351164E+00  -4.91284353E-01  -7.60328494E-02   7.24762988E-01   1.97808384E-01  -6.59992769E-01
  -1.83427037E+00  -4.91486288E-01  -7.69103681E-02   7.12733271E-01   1.95952105E-01  -6.73508766E-01
  -1.83504530E+00  -4.91692577E-01  -7.77746134E-02   7.00510948E-01   1.94030634E-01  -6.86757982E-01
  -1.83583634E+00  -4.91903198E-01  -7.86254974E-02   6.88106843E-01   1.92044479E-01  -6.99734158E-01
  -1.83664338E+00  -4.92118124E-01  -7.94629328E-02   6.75531917E-01   1.89994256E-01  -7.12431619E-01
  -1.83746632E+00  -4.92337331E-01  -8.02868329E-02   6.62797230E-01   1.87880683E-01  -7.24845280E-01
  -1.83830505E+00  -4.92560794E-01  -8.10971116E-02   6.49913903E-01   1.85704574E-01  -7.36970644E-01
  -1.83915949E+00  -4.92788488E-01  -8.18936834E-02   6.36893076E-01   1.83466834E-01  -7.48803800E-01
  -1.84002949E+00  -4.93020381E-01  -8.26764520E-02   6.23769151E-01   1.81173438E-01  -7.60321137E-01
  -1.84091489E+00  -4.93256429E-01  -8.34453447E-02   6.10563485E-01   1.78827915E-01  -7.71513323E-01
  -1.84181552E+00  -4.93496592E-01  -8.42002947E-02   5.97286599E-01   1.76431676E-01  -7.82381353E-01
  -1.84273123E+00  -4.93740827E-01  -8.49412360E-02   5.83948667E-01   1.73986153E-01  -7.92926713E-01
  -1.84366185E+00  -4.93989091E-01  -8.56681028E-02   5.70559500E-01   1.71492801E-01  -8.03151341E-01
  -1.84460721E+00  -4.94241342E-01  -8.63808298E-02   5.57128535E-01   1.68953086E-01  -8.13057593E-01
  -1.84556717E+00  -4.94497538E-01  -8.70793520E-02   5.43664824E-01   1.66368482E-01  -8.22648216E-01
  -1.84654155E+00  -4.94757636E-01  -8.77636049E-02   5.30177026E-01   1.63740469E-01  -8.31926307E-01
  -1.84753019E+00  -4.95021594E-01  -8.84335242E-02   5.16673401E-01   1.61070524E-01  -8.40895287E-01
  -1.84853294E+00  -4.95289369E-01  -8.90890459E-02   5.03161811E-01   1.58360123E-01  -8.49558864E-01
  -1.84954960E+00  -4.95560912E-01  -8.97300991E-02   4.89668215E-01   1.55615023E-01  -8.57909671E-01
  -1.85057995E+00  -4.95836163E-01  -9.03566227E-02   4.76200448E-01   1.52837170E-01  -8.65952616E-01
  -1.85162378E+00  -4.96115066E-01  -9.09685522E-02   4.62763475E-01   1.50027959E-01  -8.73694213E-01
  -1.85268087E+00  -4.96397560E-01  -9.15658233E-02   4.49361795E-01   1.47188747E-01  -8.81140993E-01
  -1.85375100E+00  -4.96683588E-01  -9.21483715E-02   4.35999472E-01   1.44320843E-01  -8.88299473E-01
  -1.85483395E+00  -4.96973090E-01  -9.27161324E-02   4.22680148E-01   1.41425517E-01  -8.95176137E-01
  -1.85592951E+00  -4.97266009E-01  -9.32690413E-02   4.09407068E-01   1.38503996E-01  -9.01777409E-01
  -1.85703746E+00  -4.97562286E-01  -9.38070336E-02   3.96183098E-01   1.35557469E-01  -9.08109644E-01
  -1.85815758E+00  -4.97861863E-01  -9.43300448E-02   3.83010749E-01   1.32587085E-01  -9.14179102E-01
  -1.85928966E+00  -4.98164681E-01  -9.48380099E-02   3.69892196E-01   1.29593957E-01  -9.19991940E-01
  -1.86043346E+00  -4.98470675E-01  -9.53308599E-02   3.56835887E-01   1.26580833E-01  -9.25551426E-01
  -1.86158872E+00  -4.98779779E-01  -9.58085226E-02   3.43839985E-01   1.23548138E-01  -9.30865147E-01
  -1.86275520E+00  -4.99091921E-01  -9.62709228E-02   3.30904407E-01   1.20496719E-01  -9.35939536E-01
  -1.86393264E+00  -4.99407034E-01  -9.67179846E-02   3.18028829E-01   1.17427380E-01  -9.40780779E-01
  -1.86512078E+00  -4.99725047E-01  -9.71496323E-02   3.05212706E-01   1.14340884E-01  -9.45394820E-01
  -1.86631936E+00  -5.00045892E-01  -9.75657898E-02   2.92455294E-01   1.11237956E-01  -9.49787354E-01
  -1.86752814E+00  -5.00369499E-01  -9.79663805E-02   2.79755665E-01   1.08119285E-01  -9.53963829E-01
  -1.86874686E+00  -5.00695799E-01  -9.83513280E-02   2.67112733E-01   1.04985527E-01  -9.57929448E-01
  -1.86997526E+00  -5.01024724E-01  -9.87205553E-02   2.54525261E-01   1.01837309E-01  -9.61689167E-01
  -1.87121309E+00  -5.01356204E-01  -9.90739853E-02   2.41991885E-01   9.86752319E-02  -9.65247702E-01
  -1.87246009E+00  -5.01690167E-01  -9.94115365E-02   2.29508605E-01   9.54992805E-02  -9.68610184E-01
  -1.87371598E+00  -5.02026538E-01  -9.97331223E-02   2.17075577E-01   9.23104790E-02  -9.71780309E-01
  -1.87498048E+00  -5.02365243E-01  -1.00038660E-01   2.04690577E-01   8.91091788E-02  -9.74762187E-01
  -1.87625332E+00  -5.02706208E-01  -1.00328066E-01   1.92351314E-01   8.58957011E-02  -9.77559666E-01
  -1.87753424E+00  -5.03049358E-01  -1.00601258E-01   1.80055454E-01   8.26703392E-02  -9.80176335E-01
  -1.87882295E+00  -5.03394620E-01  -1.00858152E-01   1.67800618E-01   7.94333612E-02  -9.82615537E-01
  -1.88011918E+00  -5.03741920E-01  -1.01098663E-01   1.55584403E-01   7.61850123E-02  -9.84880367E-01
  -1.88142267E+00  -5.04091184E-01  -1.01322708E-01   1.43404387E-01   7.29255173E-02  -9.86973683E-01
  -1.88273314E+00  -5.04442339E-01  -1.01530202E-01   1.31258135E-01   6.96550826E-02  -9.88898110E-01
  -1.88405031E+00  -5.04795310E-01  -1.01721062E-01   1.19143215E-01   6.63738983E-02  -9.90656045E-01
  -1.88537392E+00  -5.05150023E-01  -1.01895196E-01   1.07052640E-01   6.30809386E-02  -9.92250234E-01
  -1.88670368E+00  -5.05506401E-01  -1.02052523E-01   9.49966126E-02   5.97795694E-02  -9.93681059E-01
  -1.88803931E+00  -5.05864372E-01  -1.02192970E-01   8.29729359E-02   5.64698120E-02  -9.94950578E-01
  -1.88938056E+00  -5.06223863E-01  -1.02316465E-01   7.09794266E-02   5.31516664E-02  -9.96060651E-01
  -1.89072716E+00  -5.06584802E-01  -1.02422933E-01   5.90139232E-02   4.98251129E-02  -9.97012946E-01
  -1.89207883E+00  -5.06947118E-01  -1.02512303E-01   4.70742919E-02   4.64901146E-02  -9.97808940E-01
  -1.89343532E+00  -5.07310738E-01  -1.02584502E-01   3.51584331E-02   4.31466188E-02  -9.98449926E-01
  -1.89479635E+00  -5.07675590E-01  -1.02639455E-01   2.32642866E-02   3.97945593E-02  -9.98937018E-01
  -1.89616165E+00  -5.08041602E-01  -1.02677089E-01   1.13898374E-02   3.64338583E-02  -9.99271157E-01
  -1.89753097E+00  -5.08408702E-01  -1.02697332E-01  -4.66879103E-04   3.30644276E-02  -9.99453113E-01
  -1.89890403E+00  -5.08776819E-01  -1.02700106E-01  -1.23062028E-02   2.96865514E-02  -9.99483500E-01
  -1.90028056E+00  -5.09145876E-01  -1.02685360E-01  -2.41072086E-02   2.63061429E-02  -9.99363212E-01
  -1.90166030E+00  -5.09515807E-01  -1.02653056E-01  -3.58713816E-02   2.29229804E-02  -9.99093480E-01
  -1.90304300E+00  -5.09886545E-01  -1.02603155E-01  -4.76001790E-02   1.95368266E-02  -9.98675390E-01
  -1.90442843E+00  -5.10258023E-01  -1.02535621E-01  -5.92950255E-02   1.61474300E-02  -9.98109894E-01
  -1.90581631E+00  -5.10630175E-01  -1.02450414E-01  -7.09573086E-02   1.27545273E-02  -9.97397805E-01
  -1.90720642E+00  -5.11002933E-01  -1.02347495E-01  -8.25883738E-02   9.35784489E-03  -9.96539809E-01
  -1.90859849E+00  -5.11376230E-01  -1.02226826E-01  -9.41895203E-02   5.95710092E-03  -9.95536462E-01
  -1.90999229E+00  -5.11750000E-01  -1.02088369E-01  -1.05761997E-01   2.55200686E-03  -9.94388197E-01
  -1.91138755E+00  -5.12124176E-01  -1.01932083E-01  -1.17306997E-01  -8.57730755E-04  -9.93095329E-01
  -1.91278402E+00  -5.12498688E-01  -1.01757937E-01  -1.28812700E-01  -4.26884522E-03  -9.91659753E-01
  -1.91418146E+00  -5.12873471E-01  -1.01565935E-01  -1.40255334E-01  -7.67480076E-03  -9.90085622E-01
  -1.91557964E+00  -5.13248462E-01  -1.01356094E-01  -1.51635972E-01  -1.10759905E-02  -9.88374349E-01
  -1.91697832E+00  -5.13623601E-01  -1.01128430E-01  -1.62955685E-01  -1.44728180E-02  -9.86527233E-01
  -1.91837728E+00  -5.13998828E-01  -1.00882960E-01  -1.74215532E-01  -1.78656953E-02  -9.84545461E-01
  -1.91977630E+00  -5.14374082E-01  -1.00619700E-01  -1.85416555E-01  -2.12550407E-02  -9.82430112E-01
  -1.92117515E+00  -5.14749303E-01  -1.00338666E-01  -1.96559779E-01  -2.46412778E-02  -9.80182157E-01
  -1.92257360E+00  -5.15124429E-01  -1.00039873E-01  -2.07646207E-01  -2.80248330E-02  -9.77802465E-01
  -1.92397142E+00  -5.15499400E-01  -9.97233390E-02  -2.18676814E-01  -3.14061339E-02  -9.75291806E-01
  -1.92536839E+00  -5.15874156E-01  -9.93890784E-02  -2.29652544E-01  -3.47856083E-02  -9.72650847E-01
  -1.92676427E+00  -5.16248632E-01  -9.90371230E-02  -2.40552952E-01  -3.81575909E-02  -9.69885702E-01
  -1.92815882E+00  -5.16622765E-01  -9.86675466E-02  -2.51359333E-01  -4.15168588E-02  -9.67003018E-01
  -1.92955185E+00  -5.16996501E-01  -9.82804290E-02  -2.62073160E-01  -4.48639092E-02  -9.64004610E-01
  -1.93094313E+00  -5.17369783E-01  -9.78758497E-02  -2.72695921E-01  -4.81992424E-02  -9.60892173E-01
  -1.93233246E+00  -5.17742555E-01  -9.74538882E-02  -2.83229109E-01  -5.15233601E-02  -9.57667278E-01
  -1.93371964E+00  -5.18114763E-01  -9.70146238E-02  -2.93674221E-01  -5.48367633E-02  -9.54331379E-01
  -1.93510445E+00  -5.18486349E-01  -9.65581357E-02  -3.04032752E-01  -5.81399509E-02  -9.50885814E-01
  -1.93648669E+00  -5.18857259E-01  -9.60845031E-02  -3.14306192E-01  -6.14334181E-02  -9.47331807E-01
  -1.93786614E+00  -5.19227436E-01  -9.55938050E-02  -3.24496020E-01  -6.47176548E-02  -9.43670471E-01
  -1.93924260E+00  -5.19596825E-01  -9.50861202E-02  -3.34603703E-01  -6.79931442E-02  -9.39902811E-01
  -1.94061584E+00  -5.19965363E-01  -9.45615500E-02  -3.44608213E-01  -7.12537490E-02  -9.36038505E-01
  -1.94198565E+00  -5.20332995E-01  -9.40202293E-02  -3.54501481E-01  -7.44969791E-02  -9.32083097E-01
  -1.94335183E+00  -5.20699666E-01  -9.34622940E-02  -3.64285883E-01  -7.77233372E-02  -9.28038188E-01
  -1.94471417E+00  -5.21065321E-01  -9.28878801E-02  -3.73963792E-01  -8.09333185E-02  -9.23905233E-01
  -1.94607247E+00  -5.21429905E-01  -9.22971234E-02  -3.83537569E-01  -8.41274096E-02  -9.19685551E-01
  -1.94742653E+00  -5.21793365E-01  -9.16901595E-02  -3.93009561E-01  -8.73060875E-02  -9.15380321E-01
